Nom Centreon,CRITCAL,CRITICAL,CRITICAL1,CRITICAL15,CRITICAL5,DISK,WARNING,WARNING1,WARNING15,WARNING5
EENVD-EWM01,,150,,,,,95,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,free<=100M,,,,C:,free<=999M,,,
EENVD-EWM01,,none,,,,D:,free<= 10%,,,
EENVD-EWM01,,none,,,,I:,free<=10%,,,
EENVD-EWM01,,none,,,,K:,free<=10%,,,
EENVD-EWM01,,none,,,,T:,free<=10%,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
pcyy3icr,,,,,,,,,,
pcyy3icr,,,,,,,,,,
pcyy3icr,,,,,,,,,,
pcyy3icr,,1:,,,,,1:,,,
pcyy3icr,,1:,,,,,1:,,,
pcyy3icr,,1:,,,,,1:,,,
pcyy3icr,,1:,,,,,1:,,,
pcyy3icr,,1:,,,,,1:,,,
pcyy3icr,,1:,,,,,1:,,,
pcyy3icr,,150,,,,,80,,,
pcyy3icr,,,,,,,,,,
pcyy3inr,,150,,,,,95,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,99,,,,/,85,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,99,,,,/exploit,95,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,99,,,,/home,95,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,99,,,,/opt,95,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,99,,,,/outillage,95,,,
pcyy3inr,,99,,,,/outillage/oi2centagent,95,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,99,,,,/tmp,95,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,99,,,,/usr,95,,,
pcyy3inr,,99,,,,/var,85,,,
pcyy3inr,,99,,,,/var/outillage,95,,,
pcyy3inr,,99,,,,/var/outillage/log,95,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,,,,,,,,,
pcyy3inr,,1:,,,,,1:,,,
pcyy3inr,,1:,,,,,1:,,,
pcyy3inr,,1:,,,,,1:,,,
pcyy3inr,,1:,,,,,1:,,,
pcyy3inr,,1:,,,,,1:,,,
pcyy3inr,,1:,,,,,1:,,,
pcyy3inr,,150,,,,,80,,,
pcyy3inr,,,,,,,,,,
pcyy434p6,,,,,,,,,,
pcyy434p6,,,,,,,,,,
pcyy434p6,,,,,,,,,,
pcyy434p6,,,,,,,,,,
pcyy434p6,,150,,,,,95,,,
pcyy434p6,,,,,,,,,,
pcyy434p6,,,,,,,,,,
pcyy434p6,,99,,,,/,85,,,
pcyy434p6,,99,,,,/OmniVision,90,,,
pcyy434p6,,99,,,,/appli/OmniVision/investigation,85,,,
pcyy434p6,,99,,,,/appli/ProjetSNTL,85,,,
pcyy434p6,,99,,,,/appli/ProjetXD,85,,,
pcyy434p6,,99,,,,/appli/cft,85,,,
pcyy434p6,,99,,,,/appli/oraarch/SNTL,85,,,
pcyy434p6,,99,,,,/appli/oraarch/XD,85,,,
pcyy434p6,,99,,,,/appli/oractl01/SNTL,85,,,
pcyy434p6,,99,,,,/appli/oractl01/XD,85,,,
pcyy434p6,,99,,,,/appli/oractl02/SNTL,85,,,
pcyy434p6,,99,,,,/appli/oractl02/XD,85,,,
pcyy434p6,,99,,,,/appli/oradata01/SNTL,85,,,
pcyy434p6,,99,,,,/appli/oradata01/XD,85,,,
pcyy434p6,,99,,,,/appli/oradata02/SNTL,85,,,
pcyy434p6,,99,,,,/appli/oradata02/XD,85,,,
pcyy434p6,,99,,,,/appli/oradata03/SNTL,85,,,
pcyy434p6,,99,,,,/appli/oradata03/XD,85,,,
pcyy434p6,,99,,,,/appli/oraredolog01/SNTL,85,,,
pcyy434p6,,99,,,,/appli/oraredolog01/XD,85,,,
pcyy434p6,,99,,,,/appli/oraredolog02/SNTL,85,,,
pcyy434p6,,99,,,,/appli/oraredolog02/XD,85,,,
pcyy434p6,,99,,,,/cft/2.4.1,85,,,
pcyy434p6,,99,,,,/cloudctl,85,,,
pcyy434p6,,99,,,,/export_SNTL,85,,,
pcyy434p6,,99,,,,/export_XD,85,,,
pcyy434p6,,99,,,,/home,95,,,
pcyy434p6,,99,,,,/home/cft,85,,,
pcyy434p6,,90,,,,/home/oracle,80,,,
pcyy434p6,,99,,,,/import_SNTL,85,,,
pcyy434p6,,99,,,,/import_XD,85,,,
pcyy434p6,,99,,,,/legato,90,,,
pcyy434p6,,99,,,,/opt,85,,,
pcyy434p6,,90,,,,/oracle/ora_10.2.0,80,,,
pcyy434p6,,99,,,,/outillage,85,,,
pcyy434p6,,99,,,,/outillage/oi2centagent,85,,,
pcyy434p6,,99,,,,/outillage/patrol,85,,,
pcyy434p6,,99,,,,/proftpd,85,,,
pcyy434p6,,99,,,,/sauvebase/SNTL,85,,,
pcyy434p6,,99,,,,/sauvebase/XD,85,,,
pcyy434p6,,99,,,,/tmp,95,,,
pcyy434p6,,99,,,,/usr,95,,,
pcyy434p6,,99,,,,/var,85,,,
pcyy434p6,,99,,,,/var/outillage,85,,,
pcyy434p6,,,,,,,,,,
pcyy434p6,,,,,,,,,,
pcyy434p6,,,,,,,,,,
pcyy434p6,,2:2,,,,,2:2,,,
pcyy434p6,,1:49,,,,,1:49,,,
pcyy434p6,,1:1,,,,,1:1,,,
pcyy434p6,,1:1,,,,,1:1,,,
pcyy434p6,,1:100,,,,,1:100,,,
pcyy434p6,,1:1,,,,,1:1,,,
pcyy434p6,,1:,,,,,1:,,,
pcyy434p6,,,,,,,,,,
pcyy434p6,,1:,,,,,1:,,,
pcyy434p6,,150,,,,,80,,,
pcyy434p6,,,,,,,,,,
pcyy434p6_db_oracle_sntl,,,,,,,,,,
pcyy434p6_db_oracle_sntl,,5000,,,,,1000,,,
pcyy434p6_db_oracle_sntl,,,,,,,,,,
pcyy434p6_db_oracle_sntl,,,,,,,,,,
pcyy434p6_db_oracle_sntl,,,,,,,90,,,
pcyy434p6_db_oracle_sntl,,,,,,,95,,,
pcyy434p6_db_oracle_sntl,,90,,,,,80,,,
pcyy434p6_db_oracle_sntl,,90,,,,,80,,,
pcyy434p6_db_oracle_sntl,,90,,,,,80,,,
pcyy434p6_db_oracle_sntl,,90,,,,,80,,,
pcyy434p6_db_oracle_sntl,,90,,,,,80,,,
pcyy434p6_db_oracle_sntl,,90,,,,,80,,,
pcyy434p6_db_oracle_sntl,,,,,,,,,,
pcyy434p6_db_oracle_sntl,,,,,,,,,,
pcyy434p6_db_oracle_sntl,,,,,,,,,,
pcyy434p6_db_oracle_sntl,,,,,,,,,,
pcyy434p6_db_oracle_sntl,,,,,,,,,,
pcyy434p6_db_oracle_xd,,,,,,,,,,
pcyy434p6_db_oracle_xd,,5000,,,,,1000,,,
pcyy434p6_db_oracle_xd,,,,,,,,,,
pcyy434p6_db_oracle_xd,,,,,,,,,,
pcyy434p6_db_oracle_xd,,,,,,,90,,,
pcyy434p6_db_oracle_xd,,,,,,,95,,,
pcyy434p6_db_oracle_xd,,90,,,,,80,,,
pcyy434p6_db_oracle_xd,,90,,,,,80,,,
pcyy434p6_db_oracle_xd,,90,,,,,80,,,
pcyy434p6_db_oracle_xd,,90,,,,,80,,,
pcyy434p6_db_oracle_xd,,90,,,,,80,,,
pcyy434p6_db_oracle_xd,,90,,,,,80,,,
pcyy434p6_db_oracle_xd,,,,,,,,,,
pcyy434p6_db_oracle_xd,,,,,,,,,,
pcyy434p6_db_oracle_xd,,,,,,,,,,
pcyy434p6_db_oracle_xd,,,,,,,,,,
pcyy434p6_db_oracle_xd,,,,,,,,,,
pcyy4aix,,,99,30,30,,,99,30,30
pcyy4aix,,150,,,,,95,,,
pcyy4aix,,,,,,,,,,
pcyy4aix,,99,,,,/,85,,,
pcyy4aix,,99,,,,/appli,95,,,
pcyy4aix,,99,,,,/appli/OmniVision/investigation,95,,,
pcyy4aix,,99,,,,/appli/mersi3,95,,,
pcyy4aix,,:,,,,/appli/postgres,:,,,
pcyy4aix,,99,,,,/appli/projects/inspire.incident,95,,,
pcyy4aix,,99,,,,/appli/projects/ons,95,,,
pcyy4aix,,99,,,,/appli/ssie7,95,,,
pcyy4aix,,99,,,,/boot,95,,,
pcyy4aix,,99,,,,/commvault_install,95,,,
pcyy4aix,,99,,,,/home,95,,,
pcyy4aix,,99,,,,/legato,95,,,
pcyy4aix,,99,,,,/logiciels,95,,,
pcyy4aix,,99,,,,/logiciels/OmniVision,95,,,
pcyy4aix,,99,,,,/logiciels/commvault,99,,,
pcyy4aix,,99,,,,/logiciels/controlm/agt_8.0.00,95,,,
pcyy4aix,,99,,,,/logiciels/controlm/agt_8.0.00/ctm/sysout,95,,,
pcyy4aix,,99,,,,/logiciels/php,95,,,
pcyy4aix,,99,,,,/logiciels/postgresql,95,,,
pcyy4aix,,99,,,,/logiciels/ssie7,95,,,
pcyy4aix,,99,,,,/restauration,95,,,
pcyy4aix,,99,,,,/sase_p2,95,,,
pcyy4aix,,99,,,,/tmp,95,,,
pcyy4aix,,90,,,,/var,85,,,
pcyy4aix,,99,,,,/var/barman,95,,,
pcyy4aix,,99,,,,/var/postgres,95,,,
pcyy4aix,,99,,,,/var/projects,95,,,
pcyy4aix,,99,,,,/var/projects/inspire.incident,95,,,
pcyy4aix,,99,,,,/var/projects/ons,95,,,
pcyy4aix,,99,,,,,95,,,
pcyy4aix,,,,,,,,,,
pcyy4aix,,,,,,,,,,
pcyy4aix,,,,,,,,,,
pcyy4aix,,,,,,,,,,
pcyy4aix,,1:,,,,,1:,,,
pcyy4aix,,1:,,,,,1:,,,
pcyy4aix,,1:,,,,,1:,,,
pcyy4aix,,1:,,,,,1:,,,
pcyy4aix,,1:,,,,,1:,,,
pcyy4aix,,150,,,,,80,,,
pcyy4aix,,,,,,,,,,
pcyy4inr,,150,,,,,95,,,
pcyy4inr,,,,,,,,,,
pcyy4inr,,99,,,,/,85,,,
pcyy4inr,,,,,,,,,,
pcyy4inr,,,,,,,,,,
pcyy4inr,,,,,,,,,,
pcyy4inr,,,,,,,,,,
pcyy4inr,,,,,,,,,,
pcyy4inr,,,,,,,,,,
pcyy4inr,,,,,,,,,,
pcyy4inr,,,,,,,,,,
pcyy4inr,,99,,,,/exploit,95,,,
pcyy4inr,,99,,,,/home,95,,,
pcyy4inr,,,,,,,,,,
pcyy4inr,,,,,,,,,,
pcyy4inr,,,,,,,,,,
pcyy4inr,,99,,,,/opt,95,,,
pcyy4inr,,,,,,,,,,
pcyy4inr,,99,,,,/outillage,95,,,
pcyy4inr,,99,,,,/outillage/oi2centagent,95,,,
pcyy4inr,,,,,,,,,,
pcyy4inr,,,,,,,,,,
pcyy4inr,,,,,,,,,,
pcyy4inr,,,,,,,,,,
pcyy4inr,,,,,,,,,,
pcyy4inr,,,,,,,,,,
pcyy4inr,,99,,,,/tmp,95,,,
pcyy4inr,,99,,,,/usr,95,,,
pcyy4inr,,99,,,,/var,85,,,
pcyy4inr,,99,,,,/var/outillage,95,,,
pcyy4inr,,99,,,,/var/outillage/log,95,,,
pcyy4inr,,,,,,,,,,
pcyy4inr,,,,,,,,,,
pcyy4inr,,,,,,,,,,
pcyy4inr,,1:,,,,,1:,,,
pcyy4inr,,1:,,,,,1:,,,
pcyy4inr,,1:,,,,,1:,,,
pcyy4inr,,1:,,,,,1:,,,
pcyy4inr,,1:,,,,,1:,,,
pcyy4inr,,1:,,,,,1:,,,
pcyy4inr,,150,,,,,80,,,
pcyy4inr,,,,,,,,,,
pcyy4irh,,150,,,,,95,,,
pcyy4irh,,,,,,,,,,
pcyy4irh,,99,,,,/,85,,,
pcyy4irh,,99,,,,/appli,90,,,
pcyy4irh,,99,,,,/appli/projects/ETRHP1,90,,,
pcyy4irh,,99,,,,/appli/projects/WSRVP1,90,,,
pcyy4irh,,99,,,,/export,95,,,
pcyy4irh,,99,,,,/home,90,,,
pcyy4irh,,99,,,,/livraison,90,,,
pcyy4irh,,99,,,,/log,90,,,
pcyy4irh,,99,,,,/logiciels,95,,,
pcyy4irh,,99,,,,/logiciels/Investigation,90,,,
pcyy4irh,,99,,,,/logiciels/OmniVision,90,,,
pcyy4irh,,99,,,,/sase_p1,90,,,
pcyy4irh,,99,,,,/tmp,95,,,
pcyy4irh,,99,,,,/var,85,,,
pcyy4irh,,99,,,,/var/projects/ETRHP1,90,,,
pcyy4irh,,99,,,,/var/projects/ETRHPROD,90,,,
pcyy4irh,,99,,,,/var/projects/WEBSERV,90,,,
pcyy4irh,,99,,,,/var/projects/WSRVP1,90,,,
pcyy4irh,,99,,,,/var/run,90,,,
pcyy4irh,,99,,,,/var/weblogic/log/ETRHP1,90,,,
pcyy4irh,,99,,,,/var/weblogic/log/WSRVP1,90,,,
pcyy4irh,,,,,,,,,,
pcyy4irh,,2:2,,,,,:,,,
pcyy4irh,,1:1,,,,,:,,,
pcyy4irh,,1:1,,,,,:,,,
pcyy4irh,,1:2,,,,,:,,,
pcyy4irh,,6:6,,,,,:,,,
pcyy4irh,,2:999,,,,,:,,,
pcyy4irh,,2:999,,,,,:,,,
pcyy4irh,,1:1,,,,,:,,,
pcyy4irh,,7:7,,,,,:,,,
pcyy4irh,,3:3,,,,,:,,,
pcyy4irh,,1:,,,,,1:,,,
pcyy4irh,,1:,,,,,1:,,,
pcyy4irh,,1:,,,,,1:,,,
pcyy4irh,,1:,,,,,1:,,,
pcyy4irh,,1:100,,,,,:,,,
pcyy4irh,,1:,,,,,1:,,,
pcyy4irh,,1:1,,,,,:,,,
pcyy4irh,,1:,,,,,1:,,,
pcyy4irh,,1:1,,,,,:,,,
pcyy4irh,,1:,,,,,1:,,,
pcyy4irh,,1:,,,,,1:,,,
pcyy4irh,,1:,,,,,:,,,
pcyy4irh,,,,,,,,,,
pcyy4irh,,150,,,,,80,,,
pcyy510p6,,150,,,,,95,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,99,,,,/,85,,,
pcyy510p6,,99,,,,/home,95,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,99,,,,/opt,95,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,99,,,,/outillage,95,,,
pcyy510p6,,99,,,,/outillage/oi2centagent,95,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,99,,,,/tmp,95,,,
pcyy510p6,,99,,,,/usr,95,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,99,,,,/var,85,,,
pcyy510p6,,99,,,,/var/outillage,95,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,,,,,,,,,
pcyy510p6,,1:,,,,,1:,,,
pcyy510p6,,1:,,,,,1:,,,
pcyy510p6,,1:,,,,,1:,,,
pcyy510p6,,1:,,,,,1:,,,
pcyy510p6,,1:,,,,,1:,,,
pcyy510p6,,1:,,,,,1:,,,
pcyy510p6,,150,,,,,80,,,
pcyy510p6,,,,,,,,,,
pcyy510p6_DB_Oracle_ZX2,,,,,,,,,,
pcyy510p6_DB_Oracle_ZX2,,,,,,,,,,
pcyy510p6_DB_Oracle_ZX2,,,,,,,,,,
pcyy510p6_DB_Oracle_ZX2,,,,,,,,,,
pcyy510p6_DB_Oracle_ZX2,,,,,,,,,,
pcyy510p6_DB_Oracle_ZX2,,,,,,,,,,
pcyy510p6_DB_Oracle_ZX2,,,,,,,,,,
pcyy510p6_DB_Oracle_ZX2,,,,,,,,,,
pcyy510p6_DB_Oracle_ZX2,,,,,,,,,,
pcyy510p6_DB_Oracle_ZX2,,,,,,,,,,
pcyy510p6_DB_Oracle_ZX2,,,,,,,,,,
pcyy510p6_DB_Oracle_ZX2,,,,,,,,,,
pcyy510p6_DB_Oracle_ZX2,,,,,,,,,,
pcyy510p6_DB_Oracle_ZX2,,,,,,,,,,
pcyy510p6_DB_Oracle_ZX2,,,,,,,,,,
pcyy510p6_DB_Oracle_ZX2,,,,,,,,,,
pcyy510p6_DB_Oracle_ZX2,,,,,,,,,,
pcyy510p6_DB_Oracle_ZX2,,,,,,,,,,
pcyy510p6_DB_Oracle_ZX2,,,,,,,,,,
pcyy5inr,,150,,,,,95,,,
pcyy5inr,,,,,,,,,,
pcyy5inr,,99,,,,/,85,,,
pcyy5inr,,,,,,,,,,
pcyy5inr,,,,,,,,,,
pcyy5inr,,,,,,,,,,
pcyy5inr,,,,,,,,,,
pcyy5inr,,,,,,,,,,
pcyy5inr,,99,,,,/exploit,95,,,
pcyy5inr,,99,,,,/home,95,,,
pcyy5inr,,,,,,,,,,
pcyy5inr,,,,,,,,,,
pcyy5inr,,,,,,,,,,
pcyy5inr,,,,,,,,,,
pcyy5inr,,,,,,,,,,
pcyy5inr,,99,,,,/opt,95,,,
pcyy5inr,,,,,,,,,,
pcyy5inr,,99,,,,/outillage,95,,,
pcyy5inr,,99,,,,/outillage/oi2centagent,95,,,
pcyy5inr,,,,,,,,,,
pcyy5inr,,,,,,,,,,
pcyy5inr,,,,,,,,,,
pcyy5inr,,,,,,,,,,
pcyy5inr,,,,,,,,,,
pcyy5inr,,99,,,,/tmp,95,,,
pcyy5inr,,99,,,,/usr,95,,,
pcyy5inr,,99,,,,/var,85,,,
pcyy5inr,,99,,,,/var/outillage,95,,,
pcyy5inr,,99,,,,/var/outillage/log,95,,,
pcyy5inr,,,,,,,,,,
pcyy5inr,,,,,,,,,,
pcyy5inr,,,,,,,,,,
pcyy5inr,,1:,,,,,1:,,,
pcyy5inr,,1:,,,,,1:,,,
pcyy5inr,,1:,,,,,1:,,,
pcyy5inr,,1:,,,,,1:,,,
pcyy5inr,,1:,,,,,1:,,,
pcyy5inr,,150,,,,,80,,,
pcyy5inr,,,,,,,,,,
pcyy5irh,,150,,,,,95,,,
pcyy5irh,,,,,,,,,,
pcyy5irh,,99,,,,/,85,,,
pcyy5irh,,,,,,,,,,
pcyy5irh,,99,,,,/tmp,95,,,
pcyy5irh,,99,,,,/var,85,,,
pcyy5irh,,,,,,,,,,
pcyy5irh,,1:,,,,,1:,,,
pcyy5irh,,1:,,,,,1:,,,
pcyy5irh,,1:,,,,,1:,,,
pcyy5irh,,1:,,,,,1:,,,
pcyy5irh,,1:,,,,,1:,,,
pcyy5irh,,,,,,,,,,
pcyy5irh,,150,,,,,80,,,
pcyy6irh,,150,,,,,95,,,
pcyy6irh,,,,,,,,,,
pcyy6irh,,99,,,,/,85,,,
pcyy6irh,,99,,,,/appli,90,,,
pcyy6irh,,99,,,,/appli/projects,90,,,
pcyy6irh,,99,,,,/appli/projects/ICRHP1,90,,,
pcyy6irh,,,,,,,,,,
pcyy6irh,,99,,,,/home,90,,,
pcyy6irh,,99,,,,/livraison,90,,,
pcyy6irh,,99,,,,/logiciels,95,,,
pcyy6irh,,99,,,,/logiciels/WebToolBox,90,,,
pcyy6irh,,99,,,,/pdf,90,,,
pcyy6irh,,99,,,,/proftpd,90,,,
pcyy6irh,,99,,,,/sasi_p1,90,,,
pcyy6irh,,,,,,,,,,
pcyy6irh,,,,,,,,,,
pcyy6irh,,99,,,,/tmp,95,,,
pcyy6irh,,99,,,,/var,85,,,
pcyy6irh,,99,,,,/var/projects/ICRHP1,90,,,
pcyy6irh,,99,,,,/var/run,90,,,
pcyy6irh,,99,,,,/var/weblogic/log/ICRHP1,90,,,
pcyy6irh,,,,,,,,,,
pcyy6irh,,1:1,,,,,:,,,
pcyy6irh,,7:9,,,,,:,,,
pcyy6irh,,2:999,,,,,:,,,
pcyy6irh,,2:999,,,,,:,,,
pcyy6irh,,1:,,,,,1:,,,
pcyy6irh,,1:6,,,,,:,,,
pcyy6irh,,1:2,,,,,:,,,
pcyy6irh,,1:1,,,,,:,,,
pcyy6irh,,1:1,,,,,:,,,
pcyy6irh,,150,,,,,80,,,
pcyy7irh,,150,,,,,95,,,
pcyy7irh,,,,,,,,,,
pcyy7irh,,99,,,,/,85,,,
pcyy7irh,,,,,,,,,,
pcyy7irh,,99,,,,/tmp,95,,,
pcyy7irh,,99,,,,/var,85,,,
pcyy7irh,,,,,,,,,,
pcyy7irh,,1:,,,,,1:,,,
pcyy7irh,,1:,,,,,1:,,,
pcyy7irh,,1:,,,,,1:,,,
pcyy7irh,,1:,,,,,1:,,,
pcyy7irh,,1:,,,,,1:,,,
pcyy7irh,,,,,,,,,,
pcyy7irh,,150,,,,,80,,,
pcyy811p6,,150,,,,,95,,,
pcyy811p6,,,,,,,,,,
pcyy811p6,,99,,,,/,85,,,
pcyy811p6,,99,,,,/NMON,95,,,
pcyy811p6,,99,,,,/OmniVision,95,,,
pcyy811p6,,99,,,,/appli/OmniVision/investigation,95,,,
pcyy811p6,,90,,,,/exploit,87,,,
pcyy811p6,,90,,,,/home,87,,,
pcyy811p6,,99,,,,/home/fp3adm,95,,,
pcyy811p6,,99,,,,/legato,95,,,
pcyy811p6,,99,,,,/opt,95,,,
pcyy811p6,,90,,,,/oracle,87,,,
pcyy811p6,,90,,,,/oracle/FP3,87,,,
pcyy811p6,,90,,,,/oracle/FP3/11204,87,,,
pcyy811p6,,90,,,,/oracle/FP3/112_64,87,,,
pcyy811p6,,90,,,,/oracle/FP3/mirrlogA,87,,,
pcyy811p6,,90,,,,/oracle/FP3/mirrlogB,87,,,
pcyy811p6,,90,,,,/oracle/FP3/origlogA,87,,,
pcyy811p6,,90,,,,/oracle/FP3/origlogB,87,,,
pcyy811p6,,90,,,,/oracle/FP3/saparch,87,,,
pcyy811p6,,98,,,,/oracle/FP3/sapdata1,97,,,
pcyy811p6,,98,,,,/oracle/FP3/sapdata10,97,,,
pcyy811p6,,98,,,,/oracle/FP3/sapdata2,97,,,
pcyy811p6,,98,,,,/oracle/FP3/sapdata3,97,,,
pcyy811p6,,98,,,,/oracle/FP3/sapdata4,97,,,
pcyy811p6,,90,,,,/oracle/FP3/sapreorg,87,,,
