Nom Centreon,CRITCAL,CRITICAL,CRITICAL1,CRITICAL15,CRITICAL5,DISK,WARNING,WARNING1,WARNING15,WARNING5
EENVD-EWM01,,150,,,,,95,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,free<=100M,,,,C:,free<=999M,,,
EENVD-EWM01,,none,,,,D:,free<= 10%,,,
EENVD-EWM01,,none,,,,I:,free<=10%,,,
EENVD-EWM01,,none,,,,K:,free<=10%,,,
EENVD-EWM01,,none,,,,T:,free<=10%,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
EENVD-EWM01,,,,,,,,,,
kps36b01,,,,,,,,,,
kps36b01,,,,,,,,,,
kps36b01,,,,,,,,,,
kps36b01,,,,,,,,,,
kps36b01,,,,,,,,,,
kps36b01,,99,,,,/tmp,95,,,
kps36b01,,,,,,,,,,
kps36b01,,90,,,,/var,85,,,
kps36b01,,,,,,,,,,
kps36b01,,99,,,,/var/log/audit,95,,,
kps36b01,,,,,,,,,,
kps36b01,,,,,,,,,,
kps36b01,,,,,,,,,,
kps36b01,,,,,,,,,,
kps36b01,,,,,,,,,,
kps36b01,,,,,,,,,,
kps36b01,,99,,,,,95,,,
kps36b01,,,,,,,,,,
kps36b01,,,,,,,,,,
kps36b01,,,,,,,,,,
kps36b01,,,,,,,,,,
kps36b01,,1:,,,,,1:,,,
kps36b01,,1:,,,,,1:,,,
kps36b01,,1:,,,,,1:,,,
kps36b01,,1:,,,,,1:,,,
kps36b01,,1:,,,,,1:,,,
kps36b01,,150,,,,,80,,,
kps36b01,,,,,,,,,,
kpx30i18,,150,,,,,95,,,
kpx30i18,,,,,,,,,,
kpx30i18,,99,,,,/,85,,,
kpx30i18,,99,,,,/DuLegConsDocuElecArch,95,,,
kpx30i18,,99,,,,/appli,95,,,
kpx30i18,,99,,,,/appli/DISNAT,95,,,
kpx30i18,,99,,,,/appli/cft,95,,,
kpx30i18,,:,,,,/appli/oracle/DSN_AGR/oraarch,:,,,
kpx30i18,,99,,,,/appli/oracle/DSN_AGR/oractl01,95,,,
kpx30i18,,99,,,,/appli/oracle/DSN_AGR/oractl02,95,,,
kpx30i18,,99,,,,/appli/oracle/DSN_AGR/oradata01,95,,,
kpx30i18,,99,,,,/appli/oracle/DSN_AGR/oradata02,95,,,
kpx30i18,,99,,,,/appli/oracle/DSN_AGR/oraredolog01,95,,,
kpx30i18,,99,,,,/appli/oracle/DSN_AGR/oraredolog02,95,,,
kpx30i18,,99,,,,/appli/oracle/DSN_REF/oraarch,95,,,
kpx30i18,,99,,,,/appli/oracle/DSN_REF/oractl01,95,,,
kpx30i18,,99,,,,/appli/oracle/DSN_REF/oractl02,95,,,
kpx30i18,,99,,,,/appli/oracle/DSN_REF/oradata01,95,,,
kpx30i18,,99,,,,/appli/oracle/DSN_REF/oradata02,95,,,
kpx30i18,,99,,,,/appli/oracle/DSN_REF/oraredolog01,95,,,
kpx30i18,,99,,,,/appli/oracle/DSN_REF/oraredolog02,95,,,
kpx30i18,,99,,,,/archive,95,,,
kpx30i18,,99,,,,/cft/2.4.1,95,,,
kpx30i18,,99,,,,/exportbase,95,,,
kpx30i18,,99,,,,/home,95,,,
kpx30i18,,99,,,,/home/DISNAT,95,,,
kpx30i18,,99,,,,/home/cft,95,,,
kpx30i18,,99,,,,/home/exploit,95,,,
kpx30i18,,99,,,,/home/install/systeme,95,,,
kpx30i18,,99,,,,/home/oracle,95,,,
kpx30i18,,99,,,,/legato,95,,,
kpx30i18,,99,,,,/log,95,,,
kpx30i18,,99,,,,/migration,95,,,
kpx30i18,,99,,,,/opt,95,,,
kpx30i18,,99,,,,/oracle/diag,95,,,
kpx30i18,,99,,,,/oracle/oradb/11.2.0.a,95,,,
kpx30i18,,99,,,,/outillage,95,,,
kpx30i18,,99,,,,/outillage/oi2centagent,95,,,
kpx30i18,,99,,,,/outillage/patrol,95,,,
kpx30i18,,99,,,,/sauvebase,95,,,
kpx30i18,,99,,,,/teledist,95,,,
kpx30i18,,99,,,,/tmp,95,,,
kpx30i18,,99,,,,/tmp_app,95,,,
kpx30i18,,99,,,,/tmp_app/DISNAT/in_out,95,,,
kpx30i18,,99,,,,/usr,95,,,
kpx30i18,,99,,,,/var,85,,,
kpx30i18,,99,,,,/var/outillage,95,,,
kpx30i18,,,,,,,,,,
kpx30i18,,,,,,,,,,
kpx30i18,,,,,,,,,,
kpx30i18,,1:,,,,,1:,,,
kpx30i18,,1:,,,,,1:,,,
kpx30i18,,1:,,,,,1:,,,
kpx30i18,,1:,,,,,1:,,,
kpx30i18,,1:,,,,,1:,,,
kpx30i18,,1:,,,,,1:,,,
kpx30i18,,150,,,,,80,,,
kpx30i18,,,,,,,,,,
kpx30q18,,150,,,,,95,,,
kpx30q18,,,,,,,,,,
kpx30q18,,99,,,,/,85,,,
kpx30q18,,99,,,,/DuLegConsDocuElecArch,95,,,
kpx30q18,,99,,,,/appli,95,,,
kpx30q18,,99,,,,/appli/DISNAT,95,,,
kpx30q18,,99,,,,/appli/cft,95,,,
kpx30q18,,:,,,,/appli/oracle/DSN_AGR/oraarch,:,,,
kpx30q18,,99,,,,/appli/oracle/DSN_AGR/oractl01,95,,,
kpx30q18,,99,,,,/appli/oracle/DSN_AGR/oractl02,95,,,
kpx30q18,,99,,,,/appli/oracle/DSN_AGR/oradata01,95,,,
kpx30q18,,99,,,,/appli/oracle/DSN_AGR/oradata02,95,,,
kpx30q18,,99,,,,/appli/oracle/DSN_AGR/oraredolog01,95,,,
kpx30q18,,99,,,,/appli/oracle/DSN_AGR/oraredolog02,95,,,
kpx30q18,,99,,,,/appli/oracle/DSN_REF/oraarch,95,,,
kpx30q18,,99,,,,/appli/oracle/DSN_REF/oractl01,95,,,
kpx30q18,,99,,,,/appli/oracle/DSN_REF/oractl02,95,,,
kpx30q18,,99,,,,/appli/oracle/DSN_REF/oradata01,95,,,
kpx30q18,,99,,,,/appli/oracle/DSN_REF/oradata02,95,,,
kpx30q18,,99,,,,/appli/oracle/DSN_REF/oraredolog01,95,,,
kpx30q18,,99,,,,/appli/oracle/DSN_REF/oraredolog02,95,,,
kpx30q18,,99,,,,/archive,95,,,
kpx30q18,,99,,,,/cft/2.4.1,95,,,
kpx30q18,,99,,,,/exportbase,95,,,
kpx30q18,,99,,,,/home,95,,,
kpx30q18,,99,,,,/home/DISNAT,95,,,
kpx30q18,,99,,,,/home/cft,95,,,
kpx30q18,,99,,,,/home/exploit,95,,,
kpx30q18,,99,,,,/home/install/systeme,95,,,
kpx30q18,,99,,,,/home/oracle,95,,,
kpx30q18,,99,,,,/legato,95,,,
kpx30q18,,99,,,,/log,95,,,
kpx30q18,,99,,,,/migration,95,,,
kpx30q18,,99,,,,/opt,95,,,
kpx30q18,,99,,,,/oracle/diag,95,,,
kpx30q18,,99,,,,/oracle/oradb/11.2.0.a,95,,,
kpx30q18,,99,,,,/outillage,95,,,
kpx30q18,,99,,,,/outillage/oi2centagent,95,,,
kpx30q18,,99,,,,/outillage/patrol,95,,,
kpx30q18,,99,,,,/sauvebase,95,,,
kpx30q18,,99,,,,/teledist,95,,,
kpx30q18,,99,,,,/tmp,95,,,
kpx30q18,,99,,,,/tmp_app,95,,,
kpx30q18,,99,,,,/tmp_app/DISNAT/in_out,95,,,
kpx30q18,,99,,,,/usr,95,,,
kpx30q18,,99,,,,/var,85,,,
kpx30q18,,99,,,,/var/outillage,95,,,
kpx30q18,,,,,,,,,,
kpx30q18,,,,,,,,,,
kpx30q18,,,,,,,,,,
kpx30q18,,1:,,,,,1:,,,
kpx30q18,,1:,,,,,1:,,,
kpx30q18,,1:,,,,,1:,,,
kpx30q18,,1:,,,,,1:,,,
kpx30q18,,1:,,,,,1:,,,
kpx30q18,,1:,,,,,1:,,,
kpx30q18,,150,,,,,80,,,
kpx30q18,,,,,,,,,,
kpx30q51,,150,,,,,95,,,
kpx30q51,,,,,,,,,,
kpx30q51,,99,,,,/,85,,,
kpx30q51,,99,,,,/appli,95,,,
kpx30q51,,99,,,,/appli/mersi3,95,,,
kpx30q51,,:,,,,/appli/oracle/PICT/oraarch,:,,,
kpx30q51,,99,,,,/appli/oracle/PICT/oractl01,95,,,
kpx30q51,,99,,,,/appli/oracle/PICT/oractl02,95,,,
kpx30q51,,99,,,,/appli/oracle/PICT/oradata01,95,,,
kpx30q51,,99,,,,/appli/oracle/PICT/oradata02,95,,,
kpx30q51,,99,,,,/appli/oracle/PICT/oradata03,95,,,
kpx30q51,,99,,,,/appli/oracle/PICT/oradata04,95,,,
kpx30q51,,99,,,,/appli/oracle/PICT/orafra,95,,,
kpx30q51,,99,,,,/appli/oracle/PICT/oraredolog01,95,,,
kpx30q51,,99,,,,/appli/oracle/PICT/oraredolog02,95,,,
kpx30q51,,99,,,,/appli/oracle/PICTARCH/oraarch,95,,,
kpx30q51,,99,,,,/appli/oracle/PICTARCH/oractl01,95,,,
kpx30q51,,99,,,,/appli/oracle/PICTARCH/oractl02,95,,,
kpx30q51,,99,,,,/appli/oracle/PICTARCH/oradata01,95,,,
kpx30q51,,99,,,,/appli/oracle/PICTARCH/oradata02,95,,,
kpx30q51,,99,,,,/appli/oracle/PICTARCH/oradata03,95,,,
kpx30q51,,99,,,,/appli/oracle/PICTARCH/oradata04,95,,,
kpx30q51,,99,,,,/appli/oracle/PICTARCH/orafra,95,,,
kpx30q51,,99,,,,/appli/oracle/PICTARCH/oraredolog01,95,,,
kpx30q51,,99,,,,/appli/oracle/PICTARCH/oraredolog02,95,,,
kpx30q51,,99,,,,/appli/oracle/PICTOSB/oraarch,95,,,
kpx30q51,,99,,,,/appli/oracle/PICTOSB/oractl01,95,,,
kpx30q51,,99,,,,/appli/oracle/PICTOSB/oractl02,95,,,
kpx30q51,,99,,,,/appli/oracle/PICTOSB/oradata01,95,,,
kpx30q51,,99,,,,/appli/oracle/PICTOSB/oradata02,95,,,
kpx30q51,,99,,,,/appli/oracle/PICTOSB/oraredolog01,95,,,
kpx30q51,,99,,,,/appli/oracle/PICTOSB/oraredolog02,95,,,
kpx30q51,,99,,,,/appli/pictrel,95,,,
kpx30q51,,99,,,,/appli/sauveAvantMee,95,,,
kpx30q51,,99,,,,/cloudctl,95,,,
kpx30q51,,99,,,,/exportbase,95,,,
kpx30q51,,99,,,,/home,95,,,
kpx30q51,,99,,,,/legato,95,,,
kpx30q51,,99,,,,/log,95,,,
kpx30q51,,99,,,,/mersi3,95,,,
kpx30q51,,99,,,,/migration,95,,,
kpx30q51,,99,,,,/opt,95,,,
kpx30q51,,99,,,,/oracle/diag,95,,,
kpx30q51,,99,,,,/oracle/oradb/11.2.0,95,,,
kpx30q51,,99,,,,/outillage,95,,,
kpx30q51,,99,,,,/outillage/oi2centagent,95,,,
kpx30q51,,99,,,,/outillage/patrol,95,,,
kpx30q51,,99,,,,/sauvebase,95,,,
kpx30q51,,99,,,,/sauvebase/PICT,95,,,
kpx30q51,,99,,,,/sauvebase/PICTOSB,95,,,
kpx30q51,,99,,,,/teledist,95,,,
kpx30q51,,99,,,,/tmp,95,,,
kpx30q51,,99,,,,/tmp_app,95,,,
kpx30q51,,99,,,,/usr,95,,,
kpx30q51,,99,,,,/usr/HORCM,95,,,
kpx30q51,,99,,,,/var,85,,,
kpx30q51,,99,,,,/var/ideal,95,,,
kpx30q51,,99,,,,/var/outillage,95,,,
kpx30q51,,99,,,,/var/pictrel,95,,,
kpx30q51,,,,,,,,,,
kpx30q51,,,,,,,,,,
kpx30q51,,,,,,,,,,
kpx30q51,,1:,,,,,1:,,,
kpx30q51,,1:,,,,,1:,,,
kpx30q51,,1:,,,,,1:,,,
kpx30q51,,1:,,,,,1:,,,
kpx30q51,,1:,,,,,1:,,,
kpx30q51,,1:,,,,,1:,,,
kpx30q51,,150,,,,,80,,,
kpx30q51,,,,,,,,,,
kpx36i28,,,99,30,30,,,99,30,30
kpx36i28,,150,,,,,95,,,
kpx36i28,,,,,,,,,,
kpx36i28,,99,,,,/,85,,,
kpx36i28,,99,,,,/MIGPATV10,95,,,
kpx36i28,,99,,,,/Tempo_OI,95,,,
kpx36i28,,99,,,,/appli,95,,,
kpx36i28,,99,,,,/appli/cft,95,,,
kpx36i28,,:,,,,/appli/oracle/AUTOMAC/oraarch,:,,,
kpx36i28,,99,,,,/appli/oracle/AUTOMAC/oractl01,95,,,
kpx36i28,,99,,,,/appli/oracle/AUTOMAC/oractl02,95,,,
kpx36i28,,99,,,,/appli/oracle/AUTOMAC/oradata01,95,,,
kpx36i28,,99,,,,/appli/oracle/AUTOMAC/oradata02,95,,,
kpx36i28,,99,,,,/appli/oracle/AUTOMAC/oraredolog01,95,,,
kpx36i28,,99,,,,/appli/oracle/AUTOMAC/oraredolog02,95,,,
kpx36i28,,99,,,,/appli/projects,95,,,
kpx36i28,,99,,,,/archive,95,,,
kpx36i28,,99,,,,/boot,95,,,
kpx36i28,,99,,,,/exportbase/AUTOMAC,95,,,
kpx36i28,,99,,,,/home,95,,,
kpx36i28,,99,,,,/home/oracle,95,,,
kpx36i28,,99,,,,/legato,95,,,
kpx36i28,,99,,,,/log,95,,,
kpx36i28,,99,,,,/logiciels,95,,,
kpx36i28,,99,,,,/logiciels/OmniVision,95,,,
kpx36i28,,99,,,,/logiciels/apache,95,,,
kpx36i28,,99,,,,/logiciels/oracle/diag,95,,,
kpx36i28,,99,,,,/logiciels/oracle/oradb/11.2.0.a,95,,,
kpx36i28,,99,,,,/migration,95,,,
kpx36i28,,99,,,,/reception,95,,,
kpx36i28,,99,,,,/sauvebase,95,,,
kpx36i28,,99,,,,/teledist,95,,,
kpx36i28,,99,,,,/tmp,95,,,
kpx36i28,,99,,,,/tmp_app,95,,,
kpx36i28,,90,,,,/var,85,,,
kpx36i28,,99,,,,/var/crash,95,,,
kpx36i28,,99,,,,/var/log/audit,95,,,
kpx36i28,,99,,,,/var/projects,95,,,
kpx36i28,,99,,,,/var/projects/AUTOMAC/weblogic_11gR1PS5/DOMAINE-WLS-AUTOMAC/tlog,95,,,
kpx36i28,,99,,,,,95,,,
kpx36i28,,,,,,,,,,
kpx36i28,,,,,,,,,,
kpx36i28,,,,,,,,,,
kpx36i28,,,,,,,,,,
kpx36i28,,1:,,,,,1:,,,
kpx36i28,,1:,,,,,1:,,,
kpx36i28,,1:,,,,,1:,,,
kpx36i28,,1:,,,,,1:,,,
kpx36i28,,1:,,,,,1:,,,
kpx36i28,,150,,,,,80,,,
kpx36i28,,,,,,,,,,
kpx36q28,,,99,30,30,,,99,30,30
kpx36q28,,150,,,,,95,,,
kpx36q28,,,,,,,,,,
kpx36q28,,99,,,,/,85,,,
kpx36q28,,99,,,,/Tempo_OI,95,,,
kpx36q28,,99,,,,/appli,95,,,
kpx36q28,,99,,,,/appli/cft,95,,,
kpx36q28,,:,,,,/appli/oracle/AUTOMAC/oraarch,:,,,
kpx36q28,,99,,,,/appli/oracle/AUTOMAC/oractl01,95,,,
kpx36q28,,99,,,,/appli/oracle/AUTOMAC/oractl02,95,,,
kpx36q28,,99,,,,/appli/oracle/AUTOMAC/oradata01,95,,,
kpx36q28,,99,,,,/appli/oracle/AUTOMAC/oradata02,95,,,
kpx36q28,,99,,,,/appli/oracle/AUTOMAC/oraredolog01,95,,,
kpx36q28,,99,,,,/appli/oracle/AUTOMAC/oraredolog02,95,,,
kpx36q28,,99,,,,/appli/projects,95,,,
kpx36q28,,99,,,,/archive,95,,,
kpx36q28,,99,,,,/boot,95,,,
kpx36q28,,99,,,,/exportbase/AUTOMAC,95,,,
kpx36q28,,99,,,,/home,95,,,
kpx36q28,,99,,,,/home/oracle,95,,,
kpx36q28,,99,,,,/legato,95,,,
kpx36q28,,99,,,,/log,95,,,
kpx36q28,,99,,,,/logiciels,95,,,
kpx36q28,,99,,,,/logiciels/OmniVision,95,,,
kpx36q28,,99,,,,/logiciels/apache,95,,,
kpx36q28,,99,,,,/logiciels/oracle/diag,95,,,
kpx36q28,,99,,,,/logiciels/oracle/oradb/11.2.0.a,95,,,
kpx36q28,,99,,,,/migration,95,,,
kpx36q28,,99,,,,/reception,95,,,
kpx36q28,,99,,,,/sauvebase,95,,,
kpx36q28,,99,,,,/teledist,95,,,
kpx36q28,,99,,,,/tmp,95,,,
kpx36q28,,99,,,,/tmp_app,95,,,
kpx36q28,,90,,,,/var,85,,,
kpx36q28,,99,,,,/var/crash,95,,,
kpx36q28,,99,,,,/var/log/audit,95,,,
kpx36q28,,99,,,,/var/projects,95,,,
kpx36q28,,99,,,,/var/projects/AUTOMAC/weblogic_11gR1PS5/DOMAINE-WLS-AUTOMAC/tlog,95,,,
kpx36q28,,99,,,,,95,,,
kpx36q28,,,,,,,,,,
kpx36q28,,,,,,,,,,
kpx36q28,,,,,,,,,,
kpx36q28,,,,,,,,,,
kpx36q28,,1:,,,,,1:,,,
kpx36q28,,1:,,,,,1:,,,
kpx36q28,,1:,,,,,1:,,,
kpx36q28,,1:,,,,,1:,,,
kpx36q28,,1:,,,,,1:,,,
kpx36q28,,150,,,,,80,,,
kpx36q28,,,,,,,,,,
kpx36q37,,,99,30,30,,,99,30,30
kpx36q37,,150,,,,,95,,,
kpx36q37,,,,,,,,,,
kpx36q37,,99,,,,/,85,,,
kpx36q37,,99,,,,/appli,95,,,
kpx36q37,,99,,,,/appli/OmniVision/investigation,95,,,
kpx36q37,,99,,,,/boot,95,,,
kpx36q37,,99,,,,/home,95,,,
kpx36q37,,99,,,,/log,95,,,
kpx36q37,,99,,,,/logiciels,95,,,
kpx36q37,,99,,,,/logiciels/OmniVision,95,,,
kpx36q37,,99,,,,/migration,95,,,
kpx36q37,,99,,,,/teledist,95,,,
kpx36q37,,99,,,,/tmp,95,,,
kpx36q37,,99,,,,/tmp_app,95,,,
kpx36q37,,90,,,,/var,85,,,
kpx36q37,,99,,,,/var/crash,95,,,
kpx36q37,,99,,,,/var/log/audit,95,,,
kpx36q37,,99,,,,/var/projects,95,,,
kpx36q37,,99,,,,/var/projects/SAMI/weblogic_11gR1PS5/DOMAINE-WLS-SAMI/tlog,95,,,
kpx36q37,,99,,,,,95,,,
kpx36q37,,,,,,,,,,
kpx36q37,,,,,,,,,,
kpx36q37,,,,,,,,,,
kpx36q37,,,,,,,,,,
kpx36q37,,1:,,,,,1:,,,
kpx36q37,,1:,,,,,1:,,,
kpx36q37,,1:,,,,,1:,,,
kpx36q37,,1:,,,,,1:,,,
kpx36q37,,1:,,,,,1:,,,
kpx36q37,,150,,,,,80,,,
kpx36q37,,,,,,,,,,
kpx36q38,,,99,30,30,,,99,30,30
kpx36q38,,150,,,,,95,,,
kpx36q38,,,,,,,,,,
kpx36q38,,99,,,,/,85,,,
kpx36q38,,99,,,,/appli,95,,,
kpx36q38,,:,,,,/appli/oracle/SAMI/oraarch,:,,,
kpx36q38,,99,,,,/appli/oracle/SAMI/oractl01,95,,,
kpx36q38,,99,,,,/appli/oracle/SAMI/oractl02,95,,,
kpx36q38,,99,,,,/appli/oracle/SAMI/oradata01,95,,,
kpx36q38,,99,,,,/appli/oracle/SAMI/oradata02,:,,,
kpx36q38,,99,,,,/appli/oracle/SAMI/oradata03,:,,,
kpx36q38,,99,,,,/appli/oracle/SAMI/oradata04,:,,,
kpx36q38,,99,,,,/appli/oracle/SAMI/oradata05,:,,,
kpx36q38,,99,,,,/appli/oracle/SAMI/oraredolog01,:,,,
kpx36q38,,99,,,,/appli/oracle/SAMI/oraredolog02,:,,,
kpx36q38,,99,,,,/boot,95,,,
kpx36q38,,99,,,,/exportbase,95,,,
kpx36q38,,99,,,,/home,95,,,
kpx36q38,,99,,,,/home/oracle,95,,,
kpx36q38,,99,,,,/log,95,,,
kpx36q38,,99,,,,/logiciels,95,,,
kpx36q38,,99,,,,/logiciels/oracle/diag,95,,,
kpx36q38,,99,,,,/logiciels/oracle/oradb/11.2.0,95,,,
kpx36q38,,99,,,,/sauvebase,95,,,
kpx36q38,,99,,,,/teledist,95,,,
kpx36q38,,99,,,,/tmp,95,,,
kpx36q38,,99,,,,/tmp_app,95,,,
kpx36q38,,90,,,,/var,85,,,
kpx36q38,,99,,,,/var/crash,95,,,
kpx36q38,,99,,,,/var/log/audit,95,,,
kpx36q38,,99,,,,,95,,,
kpx36q38,,,,,,,,,,
kpx36q38,,,,,,,,,,
kpx36q38,,,,,,,,,,
kpx36q38,,,,,,,,,,
kpx36q38,,1:,,,,,1:,,,
kpx36q38,,1:,,,,,1:,,,
kpx36q38,,1:,,,,,1:,,,
kpx36q38,,1:,,,,,1:,,,
kpx36q38,,1:,,,,,1:,,,
kpx36q38,,150,,,,,80,,,
kpx36q38,,,,,,,,,,
no2fy33p,,,99,30,30,,,99,30,30
no2fy33p,,150,,,,,95,,,
no2fy33p,,,,,,,,,,
no2fy33p,,99,,,,/,85,,,
no2fy33p,,99,,,,/boot,95,,,
no2fy33p,,99,,,,/tmp,95,,,
no2fy33p,,90,,,,/var,85,,,
no2fy33p,,99,,,,,95,,,
no2fy33p,,,,,,,,,,
no2fy33p,,,,,,,,,,
no2fy33p,,,,,,,,,,
no2fy33p,,,,,,,,,,
no2fy33p,,1:,,,,,1:,,,
no2fy33p,,1:,,,,,1:,,,
no2fy33p,,1:,,,,,1:,,,
no2fy33p,,1:,,,,,1:,,,
no2fy33p,,1:,,,,,1:,,,
no2fy33p,,150,,,,,80,,,
no2fy33p,,,,,,,,,,
no2fy33r,,,99,30,30,,,99,30,30
no2fy33r,,150,,,,,95,,,
no2fy33r,,,,,,,,,,
no2fy33r,,99,,,,/,85,,,
no2fy33r,,99,,,,/boot,95,,,
no2fy33r,,99,,,,/tmp,95,,,
no2fy33r,,90,,,,/var,85,,,
no2fy33r,,99,,,,,95,,,
no2fy33r,,,,,,,,,,
no2fy33r,,,,,,,,,,
no2fy33r,,,,,,,,,,
no2fy33r,,,,,,,,,,
no2fy33r,,1:,,,,,1:,,,
no2fy33r,,1:,,,,,1:,,,
no2fy33r,,1:,,,,,1:,,,
no2fy33r,,1:,,,,,1:,,,
no2fy33r,,1:,,,,,1:,,,
no2fy33r,,150,,,,,80,,,
no2fy33r,,,,,,,,,,
no2fy39l,,,99,30,30,,,99,30,30
no2fy39l,,150,,,,,95,,,
no2fy39l,,,,,,,,,,
no2fy39l,,99,,,,/,85,,,
no2fy39l,,99,,,,/boot,95,,,
no2fy39l,,99,,,,/tmp,95,,,
no2fy39l,,90,,,,/var,85,,,
no2fy39l,,99,,,,,95,,,
no2fy39l,,,,,,,,,,
no2fy39l,,,,,,,,,,
no2fy39l,,,,,,,,,,
no2fy39l,,,,,,,,,,
no2fy39l,,1:,,,,,1:,,,
no2fy39l,,1:,,,,,1:,,,
no2fy39l,,1:,,,,,1:,,,
no2fy39l,,1:,,,,,1:,,,
no2fy39l,,1:,,,,,1:,,,
no2fy39l,,150,,,,,80,,,
no2fy39l,,,,,,,,,,
no2fy39m,,,99,30,30,,,99,30,30
no2fy39m,,150,,,,,95,,,
no2fy39m,,,,,,,,,,
no2fy39m,,99,,,,/,85,,,
no2fy39m,,99,,,,/boot,95,,,
no2fy39m,,99,,,,/tmp,95,,,
no2fy39m,,90,,,,/var,85,,,
no2fy39m,,99,,,,,95,,,
no2fy39m,,,,,,,,,,
no2fy39m,,,,,,,,,,
no2fy39m,,,,,,,,,,
no2fy39m,,,,,,,,,,
no2fy39m,,1:,,,,,1:,,,
no2fy39m,,1:,,,,,1:,,,
no2fy39m,,1:,,,,,1:,,,
no2fy39m,,1:,,,,,1:,,,
no2fy39m,,1:,,,,,1:,,,
no2fy39m,,150,,,,,80,,,
no2fy39m,,,,,,,,,,
no2fy39n,,,99,30,30,,,99,30,30
no2fy39n,,150,,,,,95,,,
no2fy39n,,,,,,,,,,
no2fy39n,,99,,,,/,85,,,
no2fy39n,,99,,,,/boot,95,,,
no2fy39n,,99,,,,/tmp,95,,,
no2fy39n,,90,,,,/var,85,,,
no2fy39n,,99,,,,,95,,,
no2fy39n,,,,,,,,,,
no2fy39n,,,,,,,,,,
no2fy39n,,,,,,,,,,
no2fy39n,,,,,,,,,,
no2fy39n,,1:,,,,,1:,,,
no2fy39n,,1:,,,,,1:,,,
no2fy39n,,1:,,,,,1:,,,
no2fy39n,,1:,,,,,1:,,,
no2fy39n,,1:,,,,,1:,,,
no2fy39n,,150,,,,,80,,,
no2fy39n,,,,,,,,,,
no2fy39p,,,99,30,30,,,99,30,30
no2fy39p,,150,,,,,95,,,
no2fy39p,,,,,,,,,,
no2fy39p,,99,,,,/,85,,,
no2fy39p,,99,,,,/boot,95,,,
no2fy39p,,99,,,,/tmp,95,,,
no2fy39p,,90,,,,/var,85,,,
no2fy39p,,99,,,,,95,,,
no2fy39p,,,,,,,,,,
no2fy39p,,,,,,,,,,
no2fy39p,,,,,,,,,,
no2fy39p,,,,,,,,,,
no2fy39p,,1:,,,,,1:,,,
no2fy39p,,1:,,,,,1:,,,
no2fy39p,,1:,,,,,1:,,,
no2fy39p,,1:,,,,,1:,,,
no2fy39p,,1:,,,,,1:,,,
no2fy39p,,150,,,,,80,,,
no2fy39p,,,,,,,,,,
no2fy39r,,,99,30,30,,,99,30,30
no2fy39r,,150,,,,,95,,,
no2fy39r,,,,,,,,,,
no2fy39r,,99,,,,/,85,,,
no2fy39r,,99,,,,/boot,95,,,
no2fy39r,,99,,,,/tmp,95,,,
no2fy39r,,90,,,,/var,85,,,
no2fy39r,,99,,,,,95,,,
no2fy39r,,,,,,,,,,
no2fy39r,,,,,,,,,,
no2fy39r,,,,,,,,,,
no2fy39r,,,,,,,,,,
no2fy39r,,1:,,,,,1:,,,
no2fy39r,,1:,,,,,1:,,,
no2fy39r,,1:,,,,,1:,,,
no2fy39r,,1:,,,,,1:,,,
no2fy39r,,1:,,,,,1:,,,
no2fy39r,,150,,,,,80,,,
no2fy39r,,,,,,,,,,
no2fy39s,,,99,30,30,,,99,30,30
no2fy39s,,150,,,,,95,,,
no2fy39s,,,,,,,,,,
no2fy39s,,99,,,,/,85,,,
no2fy39s,,99,,,,/boot,95,,,
no2fy39s,,99,,,,/tmp,95,,,
no2fy39s,,90,,,,/var,85,,,
no2fy39s,,99,,,,,95,,,
no2fy39s,,,,,,,,,,
no2fy39s,,,,,,,,,,
no2fy39s,,,,,,,,,,
no2fy39s,,,,,,,,,,
no2fy39s,,1:,,,,,1:,,,
no2fy39s,,1:,,,,,1:,,,
no2fy39s,,1:,,,,,1:,,,
no2fy39s,,1:,,,,,1:,,,
no2fy39s,,1:,,,,,1:,,,
no2fy39s,,150,,,,,80,,,
no2fy39s,,,,,,,,,,
no2fy39t,,,99,30,30,,,99,30,30
no2fy39t,,150,,,,,95,,,
no2fy39t,,,,,,,,,,
no2fy39t,,99,,,,/,85,,,
no2fy39t,,99,,,,/boot,95,,,
no2fy39t,,99,,,,/tmp,95,,,
no2fy39t,,90,,,,/var,85,,,
no2fy39t,,99,,,,,95,,,
no2fy39t,,,,,,,,,,
no2fy39t,,,,,,,,,,
no2fy39t,,,,,,,,,,
no2fy39t,,,,,,,,,,
no2fy39t,,1:,,,,,1:,,,
no2fy39t,,1:,,,,,1:,,,
no2fy39t,,1:,,,,,1:,,,
no2fy39t,,1:,,,,,1:,,,
no2fy39t,,1:,,,,,1:,,,
no2fy39t,,150,,,,,80,,,
no2fy39t,,,,,,,,,,
no2fy39u,,,99,30,30,,,99,30,30
no2fy39u,,150,,,,,95,,,
